  0.000000000000000E+000  0.000000000000000E+000
  1.563000000000000E-006 -8.414188675470778E-005
  3.125000000000000E-006 -1.070495045125570E-003
  4.688000000000000E-006 -1.794353789198943E-003
  6.250000000000000E-006 -2.427760141555337E-003
  7.813000000000000E-006 -2.857252570944502E-003
  9.374999999999999E-006 -3.117398127738833E-003
  1.093800000000000E-005 -3.353358310415499E-003
  1.250000000000000E-005 -3.625878229481488E-003
  1.406300000000000E-005 -3.803793257680495E-003
  1.562500000000000E-005 -3.957309527598677E-003
  1.718800000000000E-005 -4.265030181623959E-003
  1.875000000000000E-005 -4.449465670001421E-003
  2.031300000000000E-005 -4.551667562391106E-003
  2.187500000000000E-005 -4.741670507396463E-003
  2.343800000000000E-005 -4.886792404932936E-003
  2.500000000000000E-005 -5.076445501887674E-003
  2.656300000000000E-005 -5.184200479939322E-003
  2.812500000000000E-005 -5.324118757517134E-003
  2.968800000000000E-005 -5.390509018039205E-003
  3.125000000000000E-005 -5.593189910228119E-003
  3.281300000000000E-005 -5.638257536319501E-003
  3.437500000000000E-005 -5.743389784578535E-003
  3.593700000000000E-005 -5.878868713027036E-003
  3.750000000000000E-005 -5.973523507444737E-003
  3.906200000000000E-005 -5.985241039507453E-003
  4.062500000000000E-005 -6.053420039521406E-003
  4.218700000000000E-005 -6.174969593406031E-003
  4.375000000000000E-005 -6.227346837702753E-003
  4.531200000000000E-005 -6.257382561875205E-003
  4.687500000000000E-005 -6.318311951978484E-003
  4.843700000000000E-005 -6.365760813551875E-003
  5.000000000000000E-005 -6.482441653605888E-003
  5.156200000000000E-005 -6.529045361002571E-003
  5.312500000000000E-005 -6.610887438265018E-003
  5.468700000000000E-005 -6.671182867439656E-003
  5.625000000000000E-005 -6.598185968226472E-003
  5.781200000000000E-005 -6.563244196313536E-003
  5.937500000000000E-005 -6.613480222065201E-003
  6.093700000000000E-005 -6.551876779058236E-003
  6.250000000000000E-005 -6.620327463111493E-003
  6.406200000000000E-005 -6.501380965322491E-003
  6.562500000000000E-005 -6.601949485287930E-003
  6.718700000000001E-005 -6.553357403800843E-003
  6.875000000000000E-005 -6.428062391435507E-003
  7.031200000000000E-005 -6.458306893323651E-003
  7.187500000000000E-005 -6.475822250872799E-003
  7.343700000000000E-005 -6.410801723943240E-003
  7.499999999999999E-005 -6.445207381068559E-003
  7.656200000000000E-005 -6.486913574555284E-003
  7.812500000000000E-005 -6.384148363756100E-003
  7.968800000000000E-005 -6.349796309332296E-003
